feature,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
files_written,0.0,0.0059980000369250774,0.03438799828290939,0.0,0.05732699856162071,0.01333799958229065,0.0,0.0031560000497847795,0.003874999936670065,0.00039599998854100704,0.04603099822998047,0.0,0.21710099279880524,0.011765999719500542,0.0,0.018823999911546707
events_per_minute,0.012047000229358673,0.00875999964773655,0.025180000811815262,0.0036249998956918716,0.08879899978637695,0.0,0.1521719992160797,0.021028000861406326,0.015441999770700932,0.0003499999875202775,0.007507000118494034,0.012728000059723854,0.002940000034868717,0.008623000234365463,0.0,0.03622699901461601
failed_login_ratio,0.0,0.18361499905586243,0.1722480058670044,0.0003319999959785491,0.0018579999450594187,0.0,0.0,0.001246000058017671,0.001551999943330884,0.0,0.0,0.014522000215947628,0.0,0.00164899998344481,0.0,0.0
confluence_access_count,0.0,0.015561999753117561,0.014775999821722507,0.0,0.04275599867105484,0.0,0.056331999599933624,0.0,0.03054800070822239,0.0,0.05796600133180618,0.0,0.0,0.0,0.0,0.1071069985628128
location_deviation,0.0,0.0,0.0,0.0,0.0016570000443607569,0.32086899876594543,0.0,0.0,0.0,0.0,0.0,0.0017770000267773867,0.0,0.0,0.0,0.0
suspicious_process_count,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012410000199452043,0.0,0.0,0.0,0.31071698665618896,0.0
unique_resources,0.0001990000018849969,0.0025309999473392963,0.004838999826461077,0.0021059999708086252,0.0017219999572262168,0.0,0.029729999601840973,0.005518000107258558,0.04748300090432167,0.004017000086605549,0.0,0.04362700134515762,0.0,0.01961600035429001,0.0,0.14668700098991394
operating_system_deviation,0.0,0.021640000864863396,0.07687400281429291,0.0,0.19915799796581268,0.0,0.0,0.0,0.0,0.0,0.0,0.0040339999832212925,0.0,0.0,0.0,0.0
sensitive_resource_accesses,0.0,0.040679000318050385,0.01139300037175417,0.0,0.01359499990940094,0.0,0.02675900049507618,0.11772599816322327,0.028656000271439552,0.0,0.009595000185072422,0.001382000045850873,0.0007740000146441162,0.0035290000960230827,0.0021150000393390656,0.017508000135421753
logout_hour,0.0,0.00015900000289548188,0.0,0.0,0.00545400008559227,0.0,0.0,0.002111000008881092,0.01616699993610382,0.0009970000246539712,0.0,0.008076000027358532,0.22276900708675385,0.0009239999926649034,0.0,0.01642500050365925
department,0.0,0.0024629998952150345,0.002116000046953559,0.0,0.008136999793350697,0.0,0.0,0.12811599671840668,0.0735509991645813,0.0005029999883845448,0.0,0.0011530000483617187,0.0,0.0070870001800358295,0.0,0.026288999244570732
unique_event_types,0.018550999462604523,0.0,0.007044999860227108,0.00012700000661425292,0.0038960000965744257,0.0,0.0,0.034085001796483994,0.0,0.0062049999833106995,0.09310899674892426,0.019380999729037285,0.0,0.0161569993942976,0.008093999698758125,0.04169199988245964
file_download_position,0.001664999988861382,0.0,0.0,0.0,0.0,0.004776999820023775,0.0,0.04378800094127655,0.021573999896645546,0.13839800655841827,0.0016210000030696392,0.0,0.0,0.0,0.006783000193536282,0.015994999557733536
session_duration,0.0,0.04724999889731407,0.014317000284790993,0.00044299999717622995,0.039009999483823776,0.0008009999874047935,0.0,0.003361999988555908,0.018015999346971512,0.0015350000467151403,0.002203000010922551,0.04310400038957596,0.021859999746084213,0.014270000159740448,0.0,0.024274999275803566
average_time_between_events,0.0,0.003763000015169382,0.005617999937385321,0.0017500000540167093,0.051601000130176544,0.0,0.04052500054240227,0.012109000235795975,0.033764999359846115,0.00024199999461416155,0.007826000452041626,0.0037609999999403954,0.013546999543905258,0.0018530000234022737,0.003323999932035804,0.039204999804496765
files_read,0.0011269999668002129,0.007689999882131815,0.0033760000951588154,0.0,0.028480999171733856,0.0,0.0024049999192357063,0.029342999681830406,0.0007399999885819852,0.0027310000732541084,0.0358319990336895,0.0,0.00965300016105175,0.06244400143623352,0.0,0.0010430000256747007
github_access_count,0.0016540000215172768,0.0019940000493079424,0.002102999947965145,0.0,0.0012290000449866056,0.0,0.0,0.031134000048041344,0.008465000428259373,0.044440001249313354,0.04795899987220764,0.0,0.0,0.012749000452458858,0.01952899992465973,0.002437999937683344
processes_stopped,0.07288099825382233,0.022578999400138855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021407999098300934,0.0,0.0,0.048211999237537384,0.0,0.0
upload_download_ratio,0.0,0.0,0.0,0.14621900022029877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maximum_idle_time,0.035294000059366226,0.01157199963927269,0.0,0.0,0.01816600002348423,0.0,0.020410999655723572,0.0,0.017392000183463097,0.0,0.0,0.013747000135481358,0.01822200044989586,0.001145999995060265,0.0,0.007067000027745962
network_connections,0.0,0.0,0.0,0.0,0.02679000049829483,0.11035799980163574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vpn_used,0.0,0.0,0.0,0.0,0.0,0.1241540014743805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unique_destination_ips,0.011118999682366848,0.0,0.0,0.0581509992480278,0.0,0.0,0.0,0.0155239999294281,0.0,0.0,0.0,0.03549500182271004,0.0,0.0018210000125691295,0.0,0.0014140000566840172
total_events,0.0,0.00810100045055151,0.0,0.001690999954007566,0.0015689999563619494,0.0,0.021376000717282295,0.011489000171422958,0.029272999614477158,0.0,0.017004000023007393,0.002532999962568283,0.0,0.0015960000455379486,0.0,0.025289999321103096
day_of_week,0.0,0.0008999999845400453,0.019457999616861343,0.0,0.01221300009638071,0.0,0.0368259996175766,0.017785999923944473,0.006167000159621239,0.0017729999963194132,0.0,0.0,0.0015399999683722854,0.0004360000020824373,0.0,0.016208000481128693
hrms_access_count,0.0,0.0,0.03398500010371208,0.0003279999946244061,0.003335000015795231,0.0,0.0,0.0592229999601841,0.0,0.0,0.013209999538958073,0.0,0.0,0.0,0.0,0.0
files_uploaded,0.0015190000412985682,0.0,0.0011139999842271209,0.0,0.0026970000471919775,0.0,0.0,0.0,0.0,0.001057000015862286,0.0011480000102892518,0.0,0.0,0.0028989999555051327,0.07232999801635742,0.0075530000030994415
browser_deviation,0.0,0.006422000005841255,0.0005849999724887311,0.0,0.0043020001612603664,0.0,0.0,0.00837200041860342,0.016361000016331673,0.0016570000443607569,0.0,0.0,0.0,0.0,0.0,0.0500359982252121
total_resource_accesses,0.0,0.0009130000253207982,0.0030559999868273735,0.0002859999949578196,0.0,0.0,0.013664999976754189,0.004850999917834997,0.02893500030040741,0.0004140000091865659,0.004157999996095896,0.00039900001138448715,0.0,0.009651999920606613,0.0,0.012888999655842781
off_hours_access,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07116299867630005,0.0,0.0,0.0
reconstruction_error,0.0,0.0,0.005919000133872032,0.0,0.0,0.0,0.005929000210016966,0.017470000311732292,0.00088900001719594,0.0009410000056959689,0.0,0.013016000390052795,0.0,0.0011909999884665012,0.0,0.015929000452160835
network_event_ratio,0.0,0.005061999894678593,0.0012760000536218286,0.0,0.0,0.0,0.0031799999997019768,0.0,0.012319999746978283,0.0,0.004302999936044216,0.00027799999224953353,0.0,0.0023560000117868185,0.0,0.015800999477505684
vpn_connections,0.0,0.0,0.0,0.0,0.004360999912023544,0.029346000403165817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
erp_access_count,0.0,0.0021200000774115324,0.0,0.0,0.00177800003439188,0.0,0.0,0.008957999758422375,0.0,0.0,0.003969000186771154,0.004600000102072954,0.0,0.0,0.0054270001128315926,0.004623999819159508
login_method,0.0,0.0,0.0,0.0,0.0,0.027726000174880028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
operating_system,0.0,0.0009200000204145908,0.0,0.0,0.007577999960631132,0.0,0.0,0.0,0.0018189999973401427,0.0001539999939268455,0.002368000103160739,0.0,0.0,0.004776000045239925,0.0,0.00824899971485138
anomaly_score,0.0,0.0005339999916031957,0.001686000032350421,0.0,0.0,0.0,0.0009159999899566174,0.002492000116035342,0.0008629999938420951,0.0,0.0,0.0,0.0,0.0,0.0,0.013644999824464321
browser,0.0,0.00035799999022856355,0.0017839999636635184,0.0,0.007794000208377838,0.0,0.00047400000039488077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009479000233113766
event_sequence_length,0.0,0.0025659999810159206,0.0,0.0,0.0,0.0,0.004308999981731176,0.007761000189930201,0.0,0.0018949999939650297,0.0,0.0005280000041238964,0.0,0.0,0.0,0.0
vpn_disconnections,0.0,0.0,0.0,0.0,0.0013770000077784061,0.010944000445306301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weekend_flag,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006697999779134989,0.0,0.0,0.0,0.0,0.001521000056527555,0.0,0.0,0.0
malware_execution_count,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
last_event_type,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
first_event_type,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
successful_login_count,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
