session_uuid,session_id,employee_uuid,employee_id,department,role,device_id,browser,operating_system,office_location,login_method,remote_session,day_of_week,start_time,end_time,duration_seconds,risk_score,is_anomalous,attack_type
437bfe36-f114-42f0-a3b7-3524338e776e,SES-000013,66dce997-b2c4-44a4-9edb-cef974f8a913,SVC-0005,IT,Service Account,SERVER-0001,Chrome,Linux,Munich,Office,False,Monday,2026-06-01 02:30:27,2026-06-01 02:48:02,1055.64,0.00,False,None
847bcaee-a55c-40db-a681-5f291cf40d04,SES-000014,9c5dfb8d-60e1-4973-a602-37edaa429203,SVC-0002,IT,Service Account,SERVER-0001,Chrome,Linux,Munich,Office,False,Monday,2026-06-01 02:36:11,2026-06-01 02:49:10,779.00,100.00,True,Malware Execution
83f4b45b-0ea2-4e71-bd51-7707dc1bf011,SES-000015,1f76043f-9a16-4853-8692-fe02238c8712,SVC-0007,IT,Service Account,SERVER-0001,Firefox,Linux,Munich,Office,False,Monday,2026-06-01 02:37:12,2026-06-01 02:53:59,1007.86,0.00,False,None
63c2130e-7b48-48d3-b8d1-447edfc3e798,SES-000016,eccf3b91-e352-49a0-95de-293bb9a807ba,SVC-0006,IT,Service Account,SERVER-0001,Firefox,Linux,Munich,Office,False,Monday,2026-06-01 02:39:39,2026-06-01 02:50:43,664.86,0.00,False,None
816d5b39-eb32-4569-8ea9-1e3d7c574059,SES-000017,00ca280f-19a5-4942-8e67-b962548b9bb7,SVC-0004,IT,Service Account,SERVER-0001,Chrome,Linux,Munich,Office,False,Monday,2026-06-01 02:48:02,2026-06-01 03:04:43,1001.89,0.00,False,None
4438ff20-e44c-4c18-9390-896b5c3a07c7,SES-000018,df8200b8-5b24-4b54-b9ad-97ae0ea761a6,SVC-0003,IT,Service Account,SERVER-0001,Chrome,Linux,Munich,Office,False,Monday,2026-06-01 02:50:17,2026-06-01 03:02:00,703.01,0.00,False,None
6b3f2644-ac24-4279-9b56-50dbffde34a7,SES-000019,9c5dfb8d-60e1-4973-a602-37edaa429203,SVC-0002,IT,Service Account,SERVER-0001,Chrome,Linux,Munich,Office,False,Monday,2026-06-01 02:50:56,2026-06-01 03:06:29,933.27,0.00,False,None
72632644-ba52-4436-b765-9b31636d198a,SES-000020,f378cb94-478b-4f00-87d7-5309de772156,SVC-0008,IT,Service Account,SERVER-0001,Chrome,Linux,Munich,Office,False,Monday,2026-06-01 02:52:53,2026-06-01 03:08:05,912.95,0.00,False,None
463e3636-a37c-4373-930d-67d1eb74e766,SES-000021,66dce997-b2c4-44a4-9edb-cef974f8a913,SVC-0005,IT,Service Account,SERVER-0001,Firefox,Linux,Munich,Office,False,Monday,2026-06-01 02:55:38,2026-06-01 03:13:15,1057.40,0.00,False,None
a4caf9df-d0fd-4bdc-b0b8-c7740294bcb7,SES-000022,f122d458-f521-4f35-a358-c4d3fc76627b,DEV-AGENT-0003,IT,IoT Sensor Agent,DEV-AGENT-0003,Firefox,Linux,New York,Office,False,Monday,2026-06-01 04:11:53,2026-06-01 04:21:53,600.00,0.00,False,None
814b6c6c-401f-48c9-a3bc-84dec410fe13,SES-000023,ad8cc85c-5355-4e80-bc5e-3e2fcebc1bd7,DEV-AGENT-0006,IT,IoT Sensor Agent,DEV-AGENT-0006,Firefox,Linux,New York,Office,False,Monday,2026-06-01 05:02:48,2026-06-01 05:12:48,600.00,0.00,False,None
7063508a-9cb7-412b-bc6e-e2c60c023edb,SES-000024,cb40fcdd-9cd2-4a08-bd3c-83c3667139de,DEV-AGENT-0008,IT,IoT Sensor Agent,DEV-AGENT-0008,Firefox,Linux,New York,Office,False,Monday,2026-06-01 05:27:56,2026-06-01 05:37:56,600.00,0.00,False,None
17367c67-4781-4e6a-bf01-89553fd426d0,SES-000025,83d1677a-79a6-4b72-9eae-b0c0a8ac1ab1,DEV-AGENT-0001,IT,IoT Sensor Agent,DEV-AGENT-0001,Chrome,Linux,New York,Office,False,Monday,2026-06-01 05:30:47,2026-06-01 05:40:47,600.00,0.00,False,None
29986989-f546-4215-9e7b-a28f70dbbd74,SES-000026,79e3202e-ee4b-4350-b104-ad27ee75b34e,DEV-AGENT-0010,IT,IoT Sensor Agent,DEV-AGENT-0010,Firefox,Linux,New York,Office,False,Monday,2026-06-01 06:01:11,2026-06-01 06:11:11,600.00,0.00,False,None
3e51579c-cf0b-44c1-8902-2b4ad4d88eac,SES-000027,8d85ddf1-c309-4f28-be0d-40b469498671,EMP-0173,IT,Systems Administrator,DEV-0308,Chrome,macOS,London,VPN,True,Monday,2026-06-01 06:10:35,2026-06-01 07:11:44,3669.47,0.00,False,None
d56d1273-142a-484d-986c-74fbd05eae59,SES-000028,f122d458-f521-4f35-a358-c4d3fc76627b,DEV-AGENT-0003,IT,IoT Sensor Agent,DEV-AGENT-0003,Chrome,Linux,New York,Office,False,Monday,2026-06-01 06:11:21,2026-06-01 06:21:21,600.00,0.00,False,None
4e3d5448-1a69-4616-952c-f473ec50ffee,SES-000029,1b61d453-68c2-494d-b8b8-18cfbe153187,EMP-0077,Sales,Sales Manager,DEV-0134,Chrome,Windows,Munich,Office,False,Monday,2026-06-01 06:17:35,2026-06-01 08:04:31,6416.63,0.00,False,None
9d7ce887-2f60-482d-9441-c7e5cb8c09b0,SES-000030,6c7f7bef-b086-47e1-ba64-795839c2c1a2,EMP-0164,IT,Systems Administrator,DEV-0290,Chrome,Linux,San Francisco,Office,False,Monday,2026-06-01 06:36:25,2026-06-01 08:23:39,6434.11,0.00,False,None
ea7ea5c3-9533-455c-9131-55b525d52946,SES-000031,0769165f-e746-4cb9-8ca9-cf07b1aa0f6a,EMP-0017,IT,Systems Administrator,DEV-0032,Firefox,Linux,London,Office,False,Monday,2026-06-01 06:41:27,2026-06-01 07:52:09,4242.72,0.00,False,None
ac2e1aaa-05b8-4c25-a82d-53cebb1d9ca4,SES-000032,04e25132-1b9e-45f9-9d41-9a675c375254,EMP-0104,Sales,Sales Manager,DEV-0183,Chrome,Android,Tokyo,Office,False,Monday,2026-06-01 06:49:21,2026-06-01 08:08:14,4733.19,0.00,False,None
f2bea0c8-97f7-4a2b-ac44-31bb6750290e,SES-000033,314674a6-967a-4fbb-9404-801d84681060,EMP-0165,Sales,Sales Representative,DEV-0293,Chrome,Windows,New York,Office,False,Monday,2026-06-01 06:55:57,2026-06-01 08:31:31,5734.02,0.00,False,None
25475191-2350-499c-b1d5-660d282d36ce,SES-000034,cbe68571-b622-418e-a83b-cc84a6091ad0,EMP-0108,Sales,Account Executive,DEV-0189,Chrome,Windows,New York,Office,False,Monday,2026-06-01 07:07:45,2026-06-01 08:21:27,4422.59,0.00,False,None
358a1aeb-c192-4de7-9f30-63fb988239e0,SES-000035,0b458c23-eead-490c-8f9c-78bf010d583f,EMP-0113,Sales,Sales Representative,DEV-0199,Chrome,Android,London,VPN,True,Monday,2026-06-01 07:08:30,2026-06-01 07:19:13,643.89,0.00,False,None
c80a73be-87e4-485a-b7d9-67827e359353,SES-000036,684344a1-f3c1-414d-8e8a-10cb277b71ea,EMP-0160,Sales,Account Executive,DEV-0281,Chrome,Android,New York,Office,False,Monday,2026-06-01 07:11:24,2026-06-01 08:18:31,4027.96,0.00,False,None
0d447f44-3e8f-482f-aacd-28b7d932ccff,SES-000037,ceb81f9d-7914-4120-88dc-d19f3e351128,EMP-0002,Engineering,Engineering Manager,DEV-0005,Chrome,macOS,San Francisco,Office,False,Monday,2026-06-01 07:13:14,2026-06-01 08:49:30,5776.53,0.00,False,None
f5df56c9-5881-4970-80d4-2c0666e1cb26,SES-000038,d2a5d216-314b-4d36-9516-235984362fc7,EMP-0157,Sales,Sales Manager,DEV-0274,Chrome,Windows,Tokyo,VPN,True,Monday,2026-06-01 07:20:07,2026-06-01 09:02:56,6169.54,0.00,False,None
9979be25-d28c-4e10-bd80-dbf196997da3,SES-000039,6f669013-869d-4cb7-b7f5-155a039d08d0,EMP-0145,HR,HR Director,DEV-0255,Chrome,Windows,Tokyo,VPN,True,Monday,2026-06-01 07:20:06,2026-06-01 08:28:18,4092.00,100.00,True,Brute Force
8006eef2-f4d2-4061-a57a-e841f3a09f16,SES-000040,94c0b9e0-5c9c-4570-bedd-62a79950f11a,EMP-0133,Sales,Sales Director,DEV-0232,Chrome,Windows,Munich,Office,False,Monday,2026-06-01 07:24:17,2026-06-01 08:30:56,3999.92,0.00,False,None
c9e444e4-131b-4925-998c-d0f83b62bdec,SES-000041,8d85ddf1-c309-4f28-be0d-40b469498671,EMP-0173,IT,Systems Administrator,DEV-0309,Chrome,macOS,London,Office,False,Monday,2026-06-01 07:36:18,2026-06-01 08:29:50,3212.86,0.00,False,None
b4b48529-2a28-4f99-bfb7-0f830d5a15bd,SES-000042,331f63fb-d11f-48c0-a97c-a4fff75d599f,EMP-0028,Sales,Account Executive,DEV-0050,Chrome,Android,London,Office,False,Monday,2026-06-01 07:42:18,2026-06-01 07:52:18,600.00,0.00,False,None
52e366bc-37fe-49d3-bd4e-5a34fbde6822,SES-000043,93b7a886-12f7-4c97-bde3-1a516694c343,EMP-0013,IT,Systems Administrator,DEV-0023,Chrome,Android,San Francisco,VPN,True,Monday,2026-06-01 07:42:58,2026-06-01 08:41:10,3492.20,0.00,False,None
2bdfc759-f6e9-4955-9439-56614ace139d,SES-000044,e1d55f85-6967-4586-b046-30085fa72012,EMP-0096,IT,IT Director,DEV-0169,Chrome,Windows,Tokyo,Office,False,Monday,2026-06-01 07:49:25,2026-06-01 08:27:10,2265.98,0.00,False,None
768dc434-cf29-4016-b41c-c9ed7ee9fd3b,SES-000045,0463750e-4964-4b96-ba3c-1628892621df,EMP-0046,IT,IT Director,DEV-0082,Chrome,macOS,Tokyo,Office,False,Monday,2026-06-01 07:54:10,2026-06-01 08:25:02,1852.90,0.00,False,None
44f48401-c275-4117-b9ff-c5e2fc3b15f5,SES-000046,b2a0f778-809d-4444-93ab-3cce264ae04f,EMP-0102,Engineering,QA Engineer,DEV-0177,Chrome,Linux,San Francisco,VPN,True,Monday,2026-06-01 07:59:35,2026-06-01 09:22:04,4949.08,0.00,False,None
39fd9d46-0ddd-4ee1-8d32-76bb04d59e0e,SES-000047,4ede79b6-1deb-479d-8d0b-b6d7ad91f456,EMP-0131,Sales,Sales Representative,DEV-0230,Chrome,macOS,Tokyo,Office,False,Monday,2026-06-01 08:04:36,2026-06-01 09:00:19,3343.00,100.00,True,Malware Execution
9307e783-3816-4159-a412-bda8b690c625,SES-000048,735e8153-1c38-42e8-b2cf-cd6380ab4b7f,EMP-0180,Engineering,Architect,DEV-0319,Chrome,macOS,San Francisco,Office,False,Monday,2026-06-01 08:05:25,2026-06-01 09:09:10,3825.98,0.00,False,None
1ec6ab2b-7bc3-4caf-9345-4554f32b913c,SES-000049,f6ae10e8-65da-4ed0-860a-61253f8c93d4,EMP-0078,Sales,Sales Manager,DEV-0136,Chrome,macOS,London,Office,False,Monday,2026-06-01 08:06:12,2026-06-01 09:04:08,3476.24,0.00,False,None
33e97825-2451-4421-9d98-c564dc2a0f69,SES-000050,274ac7a7-cb61-4d75-aa96-4dfbe79b265a,EMP-0130,Engineering,QA Engineer,DEV-0228,Firefox,Linux,San Francisco,VPN,True,Monday,2026-06-01 08:07:05,2026-06-01 10:01:42,6877.33,0.00,False,None
857a0ca5-1f04-4fc6-83a8-1dbc1d67b289,SES-000051,18407642-9404-4909-981c-a1a0b7bba2aa,EMP-0140,Sales,Sales Manager,DEV-0245,Edge,Windows,London,Office,False,Monday,2026-06-01 08:07:33,2026-06-01 09:39:50,5537.59,0.00,False,None
62ea3ef3-2473-4537-98f0-bce41180cb47,SES-000052,97b027ce-4fe5-413b-a5e8-c1983c10316d,EMP-0139,Sales,Sales Representative,DEV-0244,Chrome,iOS,New York,Office,False,Monday,2026-06-01 08:09:40,2026-06-01 09:22:38,4378.81,0.00,False,None
a3e22790-84b6-4708-9948-711439e5bfa5,SES-000053,69479974-030f-473e-9165-4cb3d4e99a65,EMP-0120,Sales,Sales Representative,DEV-0210,Chrome,Windows,Munich,Office,False,Monday,2026-06-01 08:10:30,2026-06-01 08:24:58,868.89,0.00,False,None
69a1d7f8-1da0-49f2-a42d-3dec21bc57e7,SES-000054,f8378be2-0bb6-4d75-9f99-67265c366f5c,DEV-AGENT-0005,IT,IoT Sensor Agent,DEV-AGENT-0005,Firefox,Linux,New York,Office,False,Monday,2026-06-01 08:10:33,2026-06-01 08:20:33,600.00,0.00,False,None
848abc99-7398-4fbb-8a27-16e4974dc6d3,SES-000055,1a89b71e-a0d5-42c8-a837-fe68bba205ca,EMP-0030,Marketing,Marketing Manager,DEV-0054,Chrome,Windows,San Francisco,Office,False,Monday,2026-06-01 08:11:57,2026-06-01 09:56:02,6245.43,0.00,False,None
1743097b-e0f4-4bc1-9659-13cded554bd0,SES-000056,af4637b3-c9a6-4c37-b507-8c5dcb62f5b6,EMP-0128,Sales,Sales Representative,DEV-0223,Chrome,Windows,Munich,Office,False,Monday,2026-06-01 08:11:58,2026-06-01 09:38:03,5165.02,0.00,False,None
1a0233e0-d37f-4d26-a4c8-be4ec59cf3f4,SES-000057,1453e17e-711e-4e6f-a8ff-ae1774283491,EMP-0109,Engineering,Architect,DEV-0191,Chrome,Linux,Munich,Office,False,Monday,2026-06-01 08:12:00,2026-06-01 09:40:39,5319.12,0.00,False,None
06000b02-276e-41b1-8a7f-5cf70c186b7d,SES-000058,bef59fe6-ff23-4d5f-aced-d15d58007c02,EMP-0012,Engineering,Architect,DEV-0021,Chrome,Linux,London,Office,False,Monday,2026-06-01 08:12:09,2026-06-01 08:57:38,2729.00,100.00,True,Brute Force
8df3d742-7dbb-4a17-ab2c-e07adc3db7b1,SES-000059,2005dd7e-166f-419a-8d7a-e829cdfcef75,EMP-0151,HR,Recruiter,DEV-0265,Chrome,Windows,New York,Office,False,Monday,2026-06-01 08:12:49,2026-06-01 09:35:17,4948.03,0.00,False,None
526ceb5b-2048-4a82-ab7b-cb2c35b402b7,SES-000060,e42aa836-989b-48c0-b465-c0272dd1d45b,EMP-0114,IT,IT Director,DEV-0200,Firefox,Linux,Tokyo,Office,False,Monday,2026-06-01 08:12:58,2026-06-01 09:27:56,4498.92,0.00,False,None
3dbf3b21-85cd-4b0c-8e02-9c7c89ba9d09,SES-000061,5c9deee0-b42a-4456-8736-5a84725e134d,EMP-0041,Engineering,Software Engineer,DEV-0074,Firefox,Linux,Munich,Office,False,Monday,2026-06-01 08:14:53,2026-06-01 10:04:00,6547.46,0.00,False,None
8854ca26-a929-4c99-9833-b2eb34bc577e,SES-000062,c1235c91-76c5-40dc-be7e-7419a0c14035,EMP-0025,Sales,Sales Director,DEV-0046,Chrome,Android,Munich,Office,False,Monday,2026-06-01 08:18:38,2026-06-01 09:44:21,5143.71,0.00,False,None
286057e4-3d3e-4d01-bd2a-7b4b62ac4566,SES-000063,5b0334d8-0f4d-4c40-8f5f-9707a008ac20,EMP-0098,Finance,Finance Analyst,DEV-0171,Chrome,Windows,Munich,Office,False,Monday,2026-06-01 08:19:23,2026-06-01 09:27:15,4072.37,0.00,False,None
2049713d-0ff0-42ad-a3e0-dcf5eeaab77b,SES-000064,89a2688b-12c1-46e0-9998-5f15ff002d4d,EMP-0004,Finance,Finance Analyst,DEV-0008,Chrome,Windows,Munich,Office,False,Monday,2026-06-01 08:20:13,2026-06-01 08:38:40,1107.00,100.00,True,Privilege Escalation
bede8579-e1bf-4655-9aa5-7281235c1439,SES-000065,922bda48-2a7c-49e9-97a7-e7b188c62063,EMP-0112,Sales,Sales Director,DEV-0197,Chrome,iOS,San Francisco,Office,False,Monday,2026-06-01 08:22:35,2026-06-01 10:13:00,6625.95,0.00,False,None
0bfdf8b9-5c3b-4b29-9163-d29fd3eb32a3,SES-000066,04e25132-1b9e-45f9-9d41-9a675c375254,EMP-0104,Sales,Sales Manager,DEV-0184,Chrome,iOS,Tokyo,Office,False,Monday,2026-06-01 08:24:32,2026-06-01 09:35:49,4277.37,0.00,False,None
c52013a1-ed02-4e6f-90eb-8ddfb187f76c,SES-000067,5987038a-fcd6-418e-ab54-500d4e089bb4,EMP-0103,Finance,Finance Director,DEV-0181,Firefox,macOS,Munich,VPN,True,Monday,2026-06-01 08:25:36,2026-06-01 10:03:18,5863.00,0.00,False,None
3624b100-061d-454e-b1bf-96f1ddce33bb,SES-000068,0463750e-4964-4b96-ba3c-1628892621df,EMP-0046,IT,IT Director,DEV-0081,Chrome,Linux,Tokyo,Office,False,Monday,2026-06-01 08:25:40,2026-06-01 08:44:41,1141.15,0.00,False,None
3e883910-f3df-4c01-9efd-5fc0ba240711,SES-000069,421becca-0f60-40f3-bef7-24105528dc45,EMP-0121,Engineering,DevOps Engineer,DEV-0212,Chrome,Linux,San Francisco,VPN,True,Monday,2026-06-01 08:27:44,2026-06-01 09:56:50,5346.10,0.00,False,None
e2c12255-2ead-4035-ab04-c2cee10f664c,SES-000070,12fc7a87-a470-4d48-9128-b9b1f8ede0ca,EMP-0033,Sales,Sales Director,DEV-0058,Chrome,Android,Tokyo,Office,False,Monday,2026-06-01 08:28:26,2026-06-01 10:13:09,6283.71,0.00,False,None
ec546aea-e089-4638-a6d2-06204f319919,SES-000071,ffa623d0-ea9e-4c8d-b1a8-b71f491b90e9,EMP-0032,Engineering,Engineering Manager,DEV-0056,Firefox,Windows,San Francisco,Office,False,Monday,2026-06-01 08:29:43,2026-06-01 09:43:11,4408.40,0.00,False,None
0ec7adf6-1a9d-4673-9483-ea7cf72db081,SES-000072,821df2cf-d9fc-43b8-a05f-9619df73321d,EMP-0168,Engineering,Architect,DEV-0298,Chrome,Linux,Tokyo,Office,False,Monday,2026-06-01 08:30:08,2026-06-01 08:40:08,600.00,0.00,False,None
6e16d8b7-9dfc-4a59-ad49-7f82bf49a2ef,SES-000073,d1ccc8d3-c167-4505-83af-6c46a46b3932,EMP-0119,HR,HR Coordinator,DEV-0209,Chrome,Android,New York,Office,False,Monday,2026-06-01 08:30:29,2026-06-01 08:48:17,1068.69,0.00,False,None
844643f4-5d0e-47c4-8dbd-dace5e3f6e50,SES-000074,e45a87e8-039a-4ed5-b337-b2615f8392d5,EMP-0072,HR,HR Specialist,DEV-0128,Edge,Windows,Munich,Office,False,Monday,2026-06-01 08:31:28,2026-06-01 09:45:23,4435.53,0.00,False,None
59431764-6fbc-4b77-8224-0e691240a4e1,SES-000075,cc530e36-addc-4e13-ab3b-4d37560c95ee,EMP-0009,Sales,Sales Director,DEV-0018,Chrome,macOS,San Francisco,Office,False,Monday,2026-06-01 08:35:09,2026-06-01 10:21:32,6383.62,0.00,False,None
5dc28793-fdbd-44b1-8e2d-bbeea2183249,SES-000076,ded7d3ef-f5e4-49c1-ad76-1ffa7233d5af,EMP-0069,Sales,Sales Director,DEV-0124,Chrome,Android,Munich,Office,False,Monday,2026-06-01 08:36:35,2026-06-01 10:22:47,6372.64,0.00,False,None
22c8d6d1-c751-45f0-82e5-7d1ca1a30caa,SES-000077,0d2b91ef-b897-4ec5-aa74-bb18de3b496f,EMP-0022,Sales,Sales Manager,DEV-0038,Chrome,macOS,Munich,Office,False,Monday,2026-06-01 08:40:45,2026-06-01 09:37:26,3401.48,0.00,False,None
a32762c7-4111-4ce9-b615-575b6cf1c607,SES-000078,1b61d453-68c2-494d-b8b8-18cfbe153187,EMP-0077,Sales,Sales Manager,DEV-0135,Chrome,Android,Munich,Office,False,Monday,2026-06-01 08:40:49,2026-06-01 10:19:06,5897.23,0.00,False,None
eb2c6c1c-445a-4fb6-a346-1433e96c5ac9,SES-000079,480afe9f-84a6-4693-a30f-1e69034d42fd,EMP-0134,Engineering,DevOps Engineer,DEV-0234,Firefox,Linux,Tokyo,Office,False,Monday,2026-06-01 08:41:05,2026-06-01 08:51:05,600.00,0.00,False,None
0250352b-eaf9-45bf-b7fe-8bf4d035a914,SES-000080,f52ef4a6-ac6c-4e1b-b08d-f0942f64672f,EMP-0136,Engineering,Software Engineer,DEV-0238,Chrome,Linux,San Francisco,Office,False,Monday,2026-06-01 08:44:41,2026-06-01 09:31:57,2836.46,0.00,False,None
33bcb143-5b39-4212-a039-4bccfd7ded16,SES-000081,7807c947-02c2-4367-874d-8df088f7f097,EMP-0118,IT,Security Analyst,DEV-0205,Chrome,Windows,Munich,Office,False,Monday,2026-06-01 08:51:58,2026-06-01 10:37:35,6337.16,0.00,False,None
c9372c54-29c7-4341-9cb8-19e4bfdb2779,SES-000082,fe2bd987-5fdc-4bbf-ab9c-d71cf6ba745b,EMP-0042,IT,Security Analyst,DEV-0075,Firefox,Linux,Tokyo,Office,False,Monday,2026-06-01 08:52:24,2026-06-01 09:31:04,2320.28,0.00,False,None
ab065aac-7550-403c-a9f3-888ebada4461,SES-000083,926a4bd0-be12-4f8f-b06b-6c129c8b9550,EMP-0107,Marketing,Marketing Coordinator,DEV-0187,Chrome,macOS,Munich,Office,False,Monday,2026-06-01 08:53:41,2026-06-01 09:28:47,2106.59,0.00,False,None
8cba92b2-cd6c-4165-98f4-bb16e9697b86,SES-000084,b5a61d61-9925-4c9b-8d60-2879f79b1079,EMP-0146,Sales,Sales Representative,DEV-0258,Chrome,Windows,New York,Office,False,Monday,2026-06-01 08:54:27,2026-06-01 10:43:05,6518.83,0.00,False,None
e04f49b9-b972-4eee-a4c2-3d8f4fdd169a,SES-000085,9ef6a99f-73b4-4af3-8ad1-d634e6426f0b,EMP-0129,IT,Network Engineer,DEV-0226,Chrome,Android,New York,Office,False,Monday,2026-06-01 08:59:52,2026-06-01 10:32:44,5573.00,0.00,False,None
4f2592af-4430-4c6d-9b43-69b52017cf1e,SES-000086,de703b72-f8f5-4a26-9924-c644af527666,EMP-0068,Sales,Account Executive,DEV-0121,Chrome,macOS,San Francisco,Office,False,Monday,2026-06-01 09:00:44,2026-06-01 10:01:51,3667.30,0.00,False,None
b6f545b1-aa3d-41a7-877e-7198a6ecf293,SES-000087,028bffb6-c528-4c36-a545-034c714cd65e,EMP-0155,Marketing,Marketing Coordinator,DEV-0271,Chrome,macOS,New York,Office,False,Monday,2026-06-01 09:01:30,2026-06-01 09:11:30,600.00,0.00,False,None
c50873e1-812c-4087-beb8-843ead2fcaae,SES-000088,5cd33369-04aa-41b7-9ca0-c428822c4d32,EMP-0027,Finance,Treasurer,DEV-0048,Chrome,Windows,San Francisco,Office,False,Monday,2026-06-01 09:02:20,2026-06-01 10:19:54,4654.00,100.00,True,Beaconing C2
79886308-b45d-4bc2-b2dc-6068ba895e61,SES-000089,3756999b-251a-4f0e-af94-da50e3f713a7,EMP-0126,Engineering,Architect,DEV-0221,Chrome,macOS,Tokyo,VPN,True,Monday,2026-06-01 09:03:42,2026-06-01 10:21:11,4649.54,0.00,False,None
dd9c8827-dfad-48f5-a422-108284e7c262,SES-000090,6f669013-869d-4cb7-b7f5-155a039d08d0,EMP-0145,HR,HR Director,DEV-0254,Chrome,iOS,Tokyo,VPN,True,Monday,2026-06-01 09:04:06,2026-06-01 10:15:37,4291.00,60.00,True,Impossible Travel
5d400dc7-c849-4cce-8ac4-70af00997cc7,SES-000091,0769165f-e746-4cb9-8ca9-cf07b1aa0f6a,EMP-0017,IT,Systems Administrator,DEV-0031,Firefox,Linux,London,Office,False,Monday,2026-06-01 09:05:30,2026-06-01 10:34:55,5365.15,0.00,False,None
d8040c05-656e-4e1b-8627-1b6aa3465cef,SES-000092,2697384d-801e-4690-b0c0-7fcc96add4df,EMP-0050,Engineering,DevOps Engineer,DEV-0090,Chrome,Linux,New York,VPN,True,Monday,2026-06-01 09:05:32,2026-06-01 10:13:36,4084.49,0.00,False,None
143e1d7d-f05b-4172-9482-f0230066ea17,SES-000093,1b0c62eb-27c8-4c6c-9be5-a4c395af6d0c,EMP-0060,Finance,Finance Analyst,DEV-0105,Edge,Windows,Tokyo,Office,False,Monday,2026-06-01 09:06:51,2026-06-01 11:02:20,6929.39,0.00,False,None
